______________________________
*START OF THE FILE 0*
______________________________
word:          author; amount:   1; TF: 0.009091
word:          golden; amount:   9; TF: 0.000108
word:          thrift; amount:   1; TF: 0.000012
word:        grumbled; amount:   2; TF: 0.000024
word:           slain; amount:   2; TF: 0.000024
word:           patti; amount:   4; TF: 0.000048
word:           yield; amount:   4; TF: 0.000048
word:          welled; amount:   1; TF: 0.000012
word:          quiver; amount:   2; TF: 0.000024
word:       donations; amount:  15; TF: 0.000180
word:           organ; amount:   1; TF: 0.000012
word:          united; amount:  10; TF: 0.000120
word:         eagerly; amount:   1; TF: 0.000012
word:       breakfast; amount:   4; TF: 0.000048
word:          lonely; amount:   6; TF: 0.000072
word:      conditions; amount:   2; TF: 0.000024
word:          recall; amount:   1; TF: 0.000012
word:        crucible; amount:   1; TF: 0.000012
word:        inquired; amount:   4; TF: 0.000048
word:         textile; amount:   1; TF: 0.000012
word:       reflected; amount:   1; TF: 0.000012
word:           sacks; amount:   1; TF: 0.000012
word:          thrill; amount:   4; TF: 0.000048
word:          peries; amount:   2; TF: 0.000024
word:      conception; amount:   2; TF: 0.000024
word:        clenched; amount:   2; TF: 0.000024
word:       sculpture; amount:   2; TF: 0.000024
word:       statement; amount:   1; TF: 0.000012
word:          rimini; amount:   1; TF: 0.000012
word:      sputtering; amount:   1; TF: 0.000012
word:         manager; amount:   2; TF: 0.000024
word:      newsletter; amount:   1; TF: 0.000012
word:      statements; amount:   1; TF: 0.000012
word:     appearances; amount:   1; TF: 0.000012
word:         virtues; amount:   7; TF: 0.000084
word:         renamed; amount:   1; TF: 0.000012
word:        included; amount:   3; TF: 0.000036
word:           erect; amount:   1; TF: 0.000012
word:        includes; amount:   1; TF: 0.000012
word:           birth; amount:   3; TF: 0.000036
word:          rubbed; amount:   1; TF: 0.000012
word:       demeanour; amount:   1; TF: 0.000012
word:       ourselves; amount:  11; TF: 0.000132
word:           prate; amount:   1; TF: 0.000012
word:         puzzled; amount:   4; TF: 0.000048
word:          period; amount:   2; TF: 0.000024
word:       hesitated; amount:  10; TF: 0.000120
word:          untrue; amount:   1; TF: 0.000012
word:       depresses; amount:   1; TF: 0.000012
word:         lodging; amount:   4; TF: 0.000048
word:        geniuses; amount:   1; TF: 0.000012
word:         bounded; amount:   1; TF: 0.000012
word:         adopted; amount:   1; TF: 0.000012
word:          demand; amount:   2; TF: 0.000024
word:           raise; amount:   3; TF: 0.000036
word:        examined; amount:   8; TF: 0.000096
word:      decoration; amount:   3; TF: 0.000036
word:         protect; amount:   2; TF: 0.000024
word:         charles; amount:   4; TF: 0.000048
word:           wrung; amount:   2; TF: 0.000024
word:       chocolate; amount:   2; TF: 0.000024
word:          bezoar; amount:   1; TF: 0.000012
word:       commonest; amount:   1; TF: 0.000012
word:         seizing; amount:   1; TF: 0.000012
word:          surely; amount:  13; TF: 0.000156
word:         falling; amount:   2; TF: 0.000024
word:       preceding; amount:   2; TF: 0.000024
word:          mirror; amount:   7; TF: 0.000084
word:         protege; amount:   2; TF: 0.000024
word:      laboratory; amount:   9; TF: 0.000108
word:      obsequious; amount:   1; TF: 0.000012
word:           board; amount:   1; TF: 0.000012
word:         rickety; amount:   2; TF: 0.000024
word:      decorative; amount:   1; TF: 0.000012
word:     winckelmann; amount:   1; TF: 0.000012
word:    transparency; amount:   1; TF: 0.000012
word:        wardrobe; amount:   1; TF: 0.000012
word:           gamme; amount:   1; TF: 0.000012
word:      iridescent; amount:   2; TF: 0.000024
word:        dramatic; amount:   4; TF: 0.000048
word:          lesson; amount:   3; TF: 0.000036
word:      invariably; amount:   2; TF: 0.000024
word:          ethics; amount:   1; TF: 0.000012
word:      frontleted; amount:   1; TF: 0.000012
word:           pause; amount:   7; TF: 0.000084
word:        strength; amount:   1; TF: 0.000012
word:      abstracted; amount:   1; TF: 0.000012
word:         enslave; amount:   1; TF: 0.000012
word:       somewhere; amount:   8; TF: 0.000096
word:          jermyn; amount:   1; TF: 0.000012
word:        tartuffe; amount:   1; TF: 0.000012
word:         shrieks; amount:   1; TF: 0.000012
word:      monotonous; amount:   2; TF: 0.000024
word:        provoked; amount:   1; TF: 0.000012
word:     incoherence; amount:   1; TF: 0.000012
word:         parched; amount:   3; TF: 0.000036
word:     incarnation; amount:   1; TF: 0.000012
word:            html; amount:   2; TF: 0.000024
word:           sadly; amount:   5; TF: 0.000060
word:       flattered; amount:   1; TF: 0.000012
word:     stateliness; amount:   1; TF: 0.000012
word:           rules; amount:   4; TF: 0.000048
word:        complete; amount:   4; TF: 0.000048
word:          sleeve; amount:   1; TF: 0.000012
word:       lohengrin; amount:   2; TF: 0.000024
word:        vermouth; amount:   1; TF: 0.000012
word:    incorrigible; amount:   2; TF: 0.000024
word:       distorted; amount:   2; TF: 0.000024
word:           torch; amount:   1; TF: 0.000012
word:       chiselled; amount:   3; TF: 0.000036
word:         marbles; amount:   2; TF: 0.000024
word:        cordelia; amount:   2; TF: 0.000024
word:         opinion; amount:   5; TF: 0.000060
word:     preparation; amount:   1; TF: 0.000012
word:          pepper; amount:   1; TF: 0.000012
word:           about; amount: 231; TF: 0.002767
word:           above; amount:   3; TF: 0.000036
word:        gardener; amount:   3; TF: 0.000036
word:          daubed; amount:   1; TF: 0.000012
word:            http; amount:   8; TF: 0.000096
word:         impulse; amount:   4; TF: 0.000048
word:          peered; amount:   4; TF: 0.000048
word:    convulsively; amount:   1; TF: 0.000012
word:       specimens; amount:   3; TF: 0.000036
word:         bravest; amount:   1; TF: 0.000012
word:         figured; amount:   6; TF: 0.000072
word:         insists; amount:   1; TF: 0.000012
word:         figures; amount:   2; TF: 0.000024
word:            lido; amount:   1; TF: 0.000012
word:         feather; amount:   1; TF: 0.000012
word:            lids; amount:   3; TF: 0.000036
word:          entire; amount:   3; TF: 0.000036
word:          poetry; amount:   6; TF: 0.000072
word:           paved; amount:   2; TF: 0.000024
word:           paven; amount:   1; TF: 0.000012
word:       unselfish; amount:   2; TF: 0.000024
word:            lies; amount:   1; TF: 0.000012
word:            lieu; amount:   2; TF: 0.000024
word:         charmed; amount:   9; TF: 0.000108
word:            life; amount: 232; TF: 0.002779
word:         exhaust; amount:   1; TF: 0.000012
word:        bewilder; amount:   2; TF: 0.000024
word:         vanilla; amount:   2; TF: 0.000024
word:            lift; amount:   1; TF: 0.000012
word:      gauntleted; amount:   1; TF: 0.000012
word:        warnings; amount:   1; TF: 0.000012
word:    unreasonable; amount:   1; TF: 0.000012
word:            joan; amount:   1; TF: 0.000012
word:           never; amount: 180; TF: 0.002156
word:          entity; amount:   3; TF: 0.000036
word:          precis; amount:   1; TF: 0.000012
word:            cell; amount:   4; TF: 0.000048
word:           lived; amount:  12; TF: 0.000144
word:       appetites; amount:   1; TF: 0.000012
word:          hoxton; amount:   1; TF: 0.000012
word:           lives; amount:  24; TF: 0.000287
word:           fatal; amount:  10; TF: 0.000120
word:        glancing; amount:   3; TF: 0.000036
word:            yard; amount:   2; TF: 0.000024
word:       tightened; amount:   1; TF: 0.000012
word:            cent; amount:   2; TF: 0.000024
word:            like; amount: 213; TF: 0.002551
word:       flamelike; amount:   1; TF: 0.000012
word:        scandals; amount:   3; TF: 0.000036
word:            lily; amount:   1; TF: 0.000012
word:      ruisselant; amount:   2; TF: 0.000024
word:         replace; amount:   1; TF: 0.000012
word:      celebrated; amount:   2; TF: 0.000024
word:         uttered; amount:   2; TF: 0.000024
word:         deserve; amount:   1; TF: 0.000012
word:        insanity; amount:   1; TF: 0.000012
word:            line; amount:   5; TF: 0.000060
word:            john; amount:   1; TF: 0.000012
word:            link; amount:   1; TF: 0.000012
word:          longed; amount:   2; TF: 0.000024
word:          ardour; amount:   2; TF: 0.000024
word:         implied; amount:   2; TF: 0.000024
word:          longer; amount:   8; TF: 0.000096
word:          gaiety; amount:   1; TF: 0.000012
word:     noiselessly; amount:   1; TF: 0.000012
word:            join; amount:   4; TF: 0.000048
word:           sugar; amount:   1; TF: 0.000012
word:         webster; amount:   1; TF: 0.000012
word:        warranty; amount:   2; TF: 0.000024
word:         certain; amount:  24; TF: 0.000287
word:            lips; amount:  57; TF: 0.000683
word:         pouring; amount:   2; TF: 0.000024
word:        neronian; amount:   1; TF: 0.000012
word:      reflection; amount:   5; TF: 0.000060
word:      downstairs; amount:   5; TF: 0.000060
word:           thick; amount:   2; TF: 0.000024
word:            huge; amount:  17; TF: 0.000204
word:      attraction; amount:   2; TF: 0.000024
word:            lisp; amount:   1; TF: 0.000012
word:            list; amount:   1; TF: 0.000012
word:         summers; amount:   1; TF: 0.000012
word:         morning; amount:  27; TF: 0.000323
word:        previous; amount:   2; TF: 0.000024
word:           thief; amount:   3; TF: 0.000036
word:       condition; amount:   1; TF: 0.000012
word:     uncertainty; amount:   1; TF: 0.000012
word:         utterly; amount:   1; TF: 0.000012
word:      appearance; amount:   8; TF: 0.000096
word:           swamp; amount:   1; TF: 0.000012
word:            live; amount:  28; TF: 0.000335
word:          yawned; amount:   1; TF: 0.000012
word:          coffee; amount:   8; TF: 0.000096
word:        criminal; amount:   3; TF: 0.000036
word:       notorious; amount:   1; TF: 0.000012
word:          ritual; amount:   1; TF: 0.000012
word:           raked; amount:   2; TF: 0.000024
word:       destroyed; amount:   8; TF: 0.000096
word:            hump; amount:   1; TF: 0.000012
word:          fuming; amount:   1; TF: 0.000012
word:      carbuncles; amount:   4; TF: 0.000048
word:          chests; amount:   1; TF: 0.000012
word:            hung; amount:  16; TF: 0.000192
word:          accord; amount:   2; TF: 0.000024
word:            huns; amount:   1; TF: 0.000012
word:     intricacies; amount:   1; TF: 0.000012
word:        conceals; amount:   1; TF: 0.000012
word:         ophelia; amount:   3; TF: 0.000036
word:     workmanship; amount:   1; TF: 0.000012
word:        jonquils; amount:   1; TF: 0.000012
word:    robinsoniana; amount:   1; TF: 0.000012
word:         bloated; amount:   1; TF: 0.000012
word:           shoes; amount:   1; TF: 0.000012
word:         invents; amount:   1; TF: 0.000012
word:          whorls; amount:   1; TF: 0.000012
word:         sucking; amount:   1; TF: 0.000012
word:           thing; amount: 120; TF: 0.001437
word:           think; amount: 127; TF: 0.001521
word:       entertain; amount:   1; TF: 0.000012
word:            hurt; amount:   3; TF: 0.000036
word:         useless; amount:   6; TF: 0.000072
word:      transcribe; amount:   1; TF: 0.000012
word:            hush; amount:   2; TF: 0.000024
word:        twitched; amount:   4; TF: 0.000048
word:         reviews; amount:   1; TF: 0.000012
word:            joys; amount:   3; TF: 0.000036
word:       rejoinder; amount:   1; TF: 0.000012
word:        hilstone; amount:   1; TF: 0.000012
word:            what; amount: 400; TF: 0.004791
word:           third; amount:  10; TF: 0.000120
word:     plasterwork; amount:   1; TF: 0.000012
word:         corrupt; amount:   5; TF: 0.000060
word:           sways; amount:   1; TF: 0.000012
word:         nodding; amount:   3; TF: 0.000036
word:           frame; amount:   9; TF: 0.000108
word:        diamonds; amount:   2; TF: 0.000024
word:         mixture; amount:   1; TF: 0.000012
word:           frank; amount:   2; TF: 0.000024
word:       brilliant; amount:   2; TF: 0.000024
word:          drawer; amount:   2; TF: 0.000024
word:        cynicism; amount:   1; TF: 0.000012
word:       actuality; amount:   1; TF: 0.000012
word:            when; amount: 219; TF: 0.002623
word:            alan; amount:  33; TF: 0.000395
word:          rumble; amount:   1; TF: 0.000012
word:         clamped; amount:   1; TF: 0.000012
word:           shook; amount:  29; TF: 0.000347
word:       wednesday; amount:   1; TF: 0.000012
word:           newby; amount:   6; TF: 0.000072
word:          rondes; amount:   1; TF: 0.000012
word:        balasses; amount:   1; TF: 0.000012
word:          comply; amount:   6; TF: 0.000072
word:     conjectures; amount:   1; TF: 0.000012
word:         vibrate; amount:   1; TF: 0.000012
word:            whim; amount:   2; TF: 0.000024
word:            whip; amount:   1; TF: 0.000012
word:         declare; amount:   1; TF: 0.000012
word:           short; amount:   8; TF: 0.000096
word:          shirts; amount:   1; TF: 0.000012
word:          glazed; amount:   2; TF: 0.000024
word:          candle; amount:   4; TF: 0.000048
word:      chequebook; amount:   1; TF: 0.000012
word:          ruined; amount:   4; TF: 0.000048
word:        frighten; amount:   2; TF: 0.000024
word:         feeling; amount:  20; TF: 0.000240
word:          orgies; amount:   1; TF: 0.000012
word:        eastward; amount:   1; TF: 0.000012
word:         sojourn; amount:   1; TF: 0.000012
word:            star; amount:   4; TF: 0.000048
word:         puritan; amount:   1; TF: 0.000012
word:            stay; amount:  16; TF: 0.000192
word:         soothed; amount:   1; TF: 0.000012
word:          behind; amount:  36; TF: 0.000431
word:         chapter; amount:  24; TF: 0.000287
word:           shown; amount:  11; TF: 0.000132
word:           shows; amount:   3; TF: 0.000036
word:           tubes; amount:   1; TF: 0.000012
word:          sunset; amount:   1; TF: 0.000012
word:           hairs; amount:   1; TF: 0.000012
word:        browning; amount:   1; TF: 0.000012
word:            whom; amount:  29; TF: 0.000347
word:    surroundings; amount:   1; TF: 0.000012
word:          rounds; amount:   1; TF: 0.000012
word:        violates; amount:   1; TF: 0.000012
word:        idolatry; amount:   3; TF: 0.000036
word:       umbrellas; amount:   1; TF: 0.000012
word:           newly; amount:   2; TF: 0.000024
word:            stem; amount:   1; TF: 0.000012
word:            step; amount:   4; TF: 0.000048
word:        sensuous; amount:   2; TF: 0.000024
word:      friendship; amount:   9; TF: 0.000108
word:      accumulate; amount:   1; TF: 0.000012
word:        frontals; amount:   2; TF: 0.000024
word:          sphere; amount:   1; TF: 0.000012
word:       conductor; amount:   1; TF: 0.000012
word:            stir; amount:   9; TF: 0.000108
word:     infatuation; amount:   1; TF: 0.000012
word:         ghastly; amount:   3; TF: 0.000036
word:         travail; amount:   2; TF: 0.000024
word:          insane; amount:   1; TF: 0.000012
word:           fault; amount:   8; TF: 0.000096
word:           among; amount:   8; TF: 0.000096
word:           idyll; amount:   1; TF: 0.000012
word:            also; amount:  21; TF: 0.000252
word:          escape; amount:  11; TF: 0.000132
word:       malatesta; amount:   1; TF: 0.000012
word:          before; amount:  76; TF: 0.000910
word:          joined; amount:   1; TF: 0.000012
word:          rather; amount:  47; TF: 0.000563
word:        dominant; amount:   4; TF: 0.000048
word:        graceful; amount:   7; TF: 0.000084
word:    disobedience; amount:   2; TF: 0.000024
word:      throughout; amount:   1; TF: 0.000012
word:         pretend; amount:   3; TF: 0.000036
word:            stop; amount:  12; TF: 0.000144
word:         visited; amount:   1; TF: 0.000012
word:       dalmatics; amount:   1; TF: 0.000012
word:         retired; amount:   3; TF: 0.000036
word:         obliged; amount:   4; TF: 0.000048
word:            each; amount:  41; TF: 0.000491
word:      dreadfully; amount:  10; TF: 0.000120
word:       sacrifice; amount:   6; TF: 0.000072
word:          waving; amount:   4; TF: 0.000048
word:      revelation; amount:   3; TF: 0.000036
word:       pastilles; amount:   1; TF: 0.000012
word:           amour; amount:   1; TF: 0.000012
word:      highwayman; amount:   1; TF: 0.000012
word:         general; amount:   3; TF: 0.000036
word:            near; amount:   6; TF: 0.000072
word:        dominate; amount:   4; TF: 0.000048
word:        mentally; amount:   1; TF: 0.000012
word:          ernest; amount:   1; TF: 0.000012
word:        occupied; amount:   2; TF: 0.000024
word:        widening; amount:   1; TF: 0.000012
word:            neck; amount:   5; TF: 0.000060
word:        strutted; amount:   1; TF: 0.000012
word:          leaned; amount:   5; TF: 0.000060
word:       omnibuses; amount:   1; TF: 0.000012
word:            need; amount:   6; TF: 0.000072
word:          tastes; amount:   1; TF: 0.000012
word:     uselessness; amount:   1; TF: 0.000012
word:          esquif; amount:   1; TF: 0.000012
word:            wide; amount:   3; TF: 0.000036
word:       irritable; amount:   1; TF: 0.000012
word:         leather; amount:   5; TF: 0.000060
word:       enamoured; amount:   4; TF: 0.000048
word:          claims; amount:   1; TF: 0.000012
word:      schoolroom; amount:   2; TF: 0.000024
word:          diaper; amount:   1; TF: 0.000012
word:            wife; amount:  22; TF: 0.000263
word:      anglomania; amount:   1; TF: 0.000012
word:     generations; amount:   2; TF: 0.000024
word:        servants; amount:   7; TF: 0.000084
word:       butterfly; amount:   1; TF: 0.000012
word:       enamelled; amount:   2; TF: 0.000024
word:          feared; amount:   2; TF: 0.000024
word:      submission; amount:   1; TF: 0.000012
word:    distributing; amount:   7; TF: 0.000084
word:         learned; amount:   1; TF: 0.000012
word:    distribution; amount:   6; TF: 0.000072
word:            ears; amount:   6; TF: 0.000072
word:         supreme; amount:   1; TF: 0.000012
word:           witty; amount:   1; TF: 0.000012
word:            ease; amount:   3; TF: 0.000036
word:       sacrament; amount:   1; TF: 0.000012
word:            wild; amount:  28; TF: 0.000335
word:            will; amount: 208; TF: 0.002491
word:            east; amount:   6; TF: 0.000072
word:            easy; amount:   3; TF: 0.000036
word:          hugged; amount:   1; TF: 0.000012
word:     unsolicited; amount:   4; TF: 0.000048
word:          dahlia; amount:   1; TF: 0.000012
word:       disclosed; amount:   2; TF: 0.000024
word:    contemporary; amount:   1; TF: 0.000012
word:            wind; amount:  12; TF: 0.000144
word:            wine; amount:  10; TF: 0.000120
word:           reads; amount:   1; TF: 0.000012
word:           enter; amount:   5; TF: 0.000060
word:           ready; amount:  10; TF: 0.000120
word:            nero; amount:   2; TF: 0.000024
word:            such; amount:  83; TF: 0.000994
word:            suck; amount:   1; TF: 0.000012
word:          casual; amount:   1; TF: 0.000012
word:        uncomely; amount:   2; TF: 0.000024
